0.000000000000000000e+00,1.868665460558685584e-17
0.000000000000000000e+00,1.868665460558685584e-17
0.000000000000000000e+00,1.868665460558685584e-17
0.000000000000000000e+00,1.868665460558685584e-17
0.000000000000000000e+00,1.868665460558685584e-17
0.000000000000000000e+00,1.868665460558685584e-17
0.000000000000000000e+00,1.868665460558685584e-17
0.000000000000000000e+00,1.868665460558685584e-17
0.000000000000000000e+00,1.868665460558685584e-17
0.000000000000000000e+00,1.868665460558685584e-17
0.000000000000000000e+00,1.868665460558685584e-17
0.000000000000000000e+00,1.868665460558685584e-17
0.000000000000000000e+00,1.868665460558685584e-17
0.000000000000000000e+00,1.868665460558685584e-17
0.000000000000000000e+00,1.868665460558685584e-17
0.000000000000000000e+00,1.868665460558685584e-17
0.000000000000000000e+00,1.868665460558685584e-17
0.000000000000000000e+00,1.868665460558685584e-17
0.000000000000000000e+00,1.868665460558685584e-17
0.000000000000000000e+00,1.868665460558685584e-17
2.013422818791945831e-02,2.400399888756070746e-04
2.013422818791945831e-02,2.400399892231346640e-04
2.013422818791945831e-02,2.400399892135583399e-04
2.013422818791945831e-02,2.400399888400610998e-04
2.013422818791945831e-02,2.400399886127044735e-04
2.013422818791945831e-02,3.686772840916610920e-04
2.013422818791945831e-02,3.686772839446716293e-04
2.013422818791945831e-02,3.686772836801634331e-04
2.013422818791945831e-02,3.686772837103053377e-04
2.013422818791945831e-02,3.686772839876196420e-04
2.013422818791945831e-02,4.822024636057566376e-04
2.013422818791945831e-02,4.822024637187869367e-04
2.013422818791945831e-02,4.822024637675492546e-04
2.013422818791945831e-02,4.822024636784746736e-04
2.013422818791945831e-02,4.822024635673640629e-04
2.013422818791945831e-02,2.393506740853967038e-04
2.013422818791945831e-02,2.393506738561226930e-04
2.013422818791945831e-02,2.393506739097891556e-04
2.013422818791945831e-02,2.393506741808559888e-04
2.013422818791945831e-02,2.393506743114173492e-04
4.026845637583891663e-02,1.134881865097045342e-03
4.026845637583891663e-02,1.134881866472712501e-03
4.026845637583891663e-02,1.134881866513769285e-03
4.026845637583891663e-02,1.134881865010439273e-03
4.026845637583891663e-02,1.134881863968109422e-03
4.026845637583891663e-02,1.506486944311373694e-03
4.026845637583891663e-02,1.506486943749286858e-03
4.026845637583891663e-02,1.506486942590991177e-03
4.026845637583891663e-02,1.506486942826166771e-03
4.026845637583891663e-02,1.506486944067393511e-03
4.026845637583891663e-02,1.671175218380969779e-03
4.026845637583891663e-02,1.671175218896583155e-03
4.026845637583891663e-02,1.671175219126684684e-03
4.026845637583891663e-02,1.671175218714718433e-03
4.026845637583891663e-02,1.671175218170480601e-03
4.026845637583891663e-02,1.185471639466564777e-03
4.026845637583891663e-02,1.185471638487596352e-03
4.026845637583891663e-02,1.185471638644948998e-03
4.026845637583891663e-02,1.185471639761008283e-03
4.026845637583891663e-02,1.185471640435464000e-03
6.040268456375839229e-02,2.684525628438316682e-03
6.040268456375839229e-02,2.684525631541089929e-03
6.040268456375839229e-02,2.684525631820607657e-03
6.040268456375839229e-02,2.684525628391531624e-03
6.040268456375839229e-02,2.684525625665581082e-03
6.040268456375839229e-02,3.413428980328842444e-03
6.040268456375839229e-02,3.413428979078600347e-03
6.040268456375839229e-02,3.413428976193762579e-03
6.040268456375839229e-02,3.413428977045965436e-03
6.040268456375839229e-02,3.413428980191299689e-03
6.040268456375839229e-02,3.566918264171358485e-03
6.040268456375839229e-02,3.566918265521039268e-03
6.040268456375839229e-02,3.566918266090666079e-03
6.040268456375839229e-02,3.566918264994205050e-03
6.040268456375839229e-02,3.566918263540129041e-03
6.040268456375839229e-02,2.838362896093501141e-03
6.040268456375839229e-02,2.838362893628277803e-03
6.040268456375839229e-02,2.838362893887732587e-03
6.040268456375839229e-02,2.838362896531712240e-03
6.040268456375839229e-02,2.838362898420891591e-03
8.053691275167783326e-02,4.888971278533338523e-03
8.053691275167783326e-02,4.888971284134417152e-03
8.053691275167783326e-02,4.888971285011644262e-03
8.053691275167783326e-02,4.888971278790117496e-03
8.053691275167783326e-02,4.888971273077188234e-03
8.053691275167783326e-02,6.089503391675179719e-03
8.053691275167783326e-02,6.089503389381782476e-03
8.053691275167783326e-02,6.089503383656238306e-03
8.053691275167783326e-02,6.089503385909821043e-03
8.053691275167783326e-02,6.089503392262946534e-03
8.053691275167783326e-02,6.169431600680458892e-03
8.053691275167783326e-02,6.169431603535277704e-03
8.053691275167783326e-02,6.169431604594770475e-03
8.053691275167783326e-02,6.169431602233437992e-03
8.053691275167783326e-02,6.169431599200696399e-03
8.053691275167783326e-02,5.198024443835122174e-03
8.053691275167783326e-02,5.198024438691223846e-03
8.053691275167783326e-02,5.198024439048519636e-03
8.053691275167783326e-02,5.198024444110977901e-03
8.053691275167783326e-02,5.198024448206659161e-03
1.006711409395972950e-01,7.748218814800748866e-03
1.006711409395972950e-01,7.748218823796441078e-03
1.006711409395972950e-01,7.748218825902066648e-03
1.006711409395972950e-01,7.748218815925300706e-03
1.006711409395972950e-01,7.748218805254974105e-03
1.006711409395972950e-01,9.534710177639203754e-03
1.006711409395972950e-01,9.534710173746749687e-03
1.006711409395972950e-01,9.534710163702371163e-03
1.006711409395972950e-01,9.534710168731672791e-03
1.006711409395972950e-01,9.534710180133238247e-03
1.006711409395972950e-01,9.478715227391023082e-03
1.006711409395972950e-01,9.478715232830933757e-03
1.006711409395972950e-01,9.478715234475442938e-03
1.006711409395972950e-01,9.478715229903589626e-03
1.006711409395972950e-01,9.478715224350458754e-03
1.006711409395972950e-01,8.264456282467911793e-03
1.006711409395972950e-01,8.264456272600372716e-03
1.006711409395972950e-01,8.264456273123756136e-03
1.006711409395972950e-01,8.264456281834350881e-03
1.006711409395972950e-01,8.264456289538311615e-03
1.208053691275167568e-01,1.264268044625499812e-02
1.208053691275167568e-01,1.264268046205365911e-02
1.208053691275167568e-01,1.264268046949864471e-02
1.208053691275167568e-01,1.264268045529156649e-02
1.208053691275167568e-01,1.264268044473961655e-02
1.208053691275167568e-01,1.262578438188926601e-02
1.208053691275167568e-01,1.262578439131324150e-02
1.208053691275167568e-01,1.262578439534412997e-02
1.208053691275167568e-01,1.262578439608815634e-02
1.208053691275167568e-01,1.262578439300158367e-02
1.208053691275167568e-01,1.260598376199105301e-02
1.208053691275167568e-01,1.260598377818092190e-02
1.208053691275167568e-01,1.260598379830195175e-02
1.208053691275167568e-01,1.260598379633178813e-02
1.208053691275167568e-01,1.260598376743115104e-02
1.208053691275167568e-01,1.066653529970674336e-02
1.208053691275167568e-01,1.066653528769119508e-02
1.208053691275167568e-01,1.066653526286543731e-02
1.208053691275167568e-01,1.066653526629314508e-02
1.208053691275167568e-01,1.066653529609031502e-02
1.409395973154362325e-01,1.776743789017773065e-02
1.409395973154362325e-01,1.776743789045161920e-02
1.409395973154362325e-01,1.776743792122327179e-02
1.409395973154362325e-01,1.776743792902119382e-02
1.409395973154362325e-01,1.776743790601964870e-02
1.409395973154362325e-01,1.915298319886091921e-02
1.409395973154362325e-01,1.915298317947655357e-02
1.409395973154362325e-01,1.915298313339823533e-02
1.409395973154362325e-01,1.915298314815160399e-02
1.409395973154362325e-01,1.915298320610500302e-02
1.409395973154362325e-01,1.876829680907179249e-02
1.409395973154362325e-01,1.876829680902157224e-02
1.409395973154362325e-01,1.876829678583537622e-02
1.409395973154362325e-01,1.876829677937872851e-02
1.409395973154362325e-01,1.876829680007559981e-02
1.409395973154362325e-01,1.844625156612535871e-02
1.409395973154362325e-01,1.844625157461747544e-02
1.409395973154362325e-01,1.844625154142307683e-02
1.409395973154362325e-01,1.844625151145121503e-02
1.409395973154362325e-01,1.844625152041338978e-02
1.610738255033556665e-01,2.445144613657016658e-02
1.610738255033556665e-01,2.445144614643009195e-02
1.610738255033556665e-01,2.445144617979799068e-02
1.610738255033556665e-01,2.445144617908443993e-02
1.610738255033556665e-01,2.445144615018220516e-02
1.610738255033556665e-01,2.450167989771569188e-02
1.610738255033556665e-01,2.450167990898210676e-02
1.610738255033556665e-01,2.450167996653660613e-02
1.610738255033556665e-01,2.450168001257919947e-02
1.610738255033556665e-01,2.450167998769548633e-02
1.610738255033556665e-01,2.333113081437441019e-02
1.610738255033556665e-01,2.333113087395672150e-02
1.610738255033556665e-01,2.333113084273153934e-02
1.610738255033556665e-01,2.333113083381289921e-02
1.610738255033556665e-01,2.333113086108451473e-02
1.610738255033556665e-01,2.143643172759323798e-02
1.610738255033556665e-01,2.143643171307404657e-02
