0.000000000000000000e+00,9.024052461246464314e-18,1.000000000000000000e+00
0.000000000000000000e+00,9.024052461246464314e-18,1.000000000000000000e+00
0.000000000000000000e+00,9.024052461246464314e-18,1.000000000000000000e+00
0.000000000000000000e+00,9.024052461246464314e-18,1.000000000000000000e+00
0.000000000000000000e+00,9.024052461246464314e-18,1.000000000000000000e+00
0.000000000000000000e+00,9.024052461246464314e-18,1.000000000000000000e+00
0.000000000000000000e+00,9.024052461246464314e-18,1.000000000000000000e+00
0.000000000000000000e+00,9.024052461246464314e-18,1.000000000000000000e+00
0.000000000000000000e+00,9.024052461246464314e-18,1.000000000000000000e+00
0.000000000000000000e+00,9.024052461246464314e-18,1.000000000000000000e+00
2.027027027027027140e-02,5.038263176681648551e-04,7.600000000000000000e+01
2.027027027027027140e-02,5.038263178430627117e-04,7.600000000000000000e+01
2.027027027027027140e-02,3.172794462969258031e-04,7.500000000000000000e+01
2.027027027027027140e-02,3.172794461421861922e-04,7.500000000000000000e+01
2.027027027027027140e-02,3.820144895831595138e-04,7.800000000000000000e+01
2.027027027027027140e-02,3.820144896970617825e-04,7.800000000000000000e+01
2.027027027027027140e-02,4.192323442227739424e-04,7.500000000000000000e+01
2.027027027027027140e-02,4.192323442309687761e-04,7.500000000000000000e+01
2.027027027027027140e-02,2.821285982310838989e-04,7.500000000000000000e+01
2.027027027027027140e-02,2.821285982182290017e-04,7.500000000000000000e+01
4.054054054054054279e-02,1.778786117360871321e-03,3.120000000000000000e+02
4.054054054054054279e-02,1.778786118151667135e-03,3.120000000000000000e+02
4.054054054054054279e-02,1.380620002273450679e-03,3.040000000000000000e+02
4.054054054054054279e-02,1.380620001718245926e-03,3.040000000000000000e+02
4.054054054054054279e-02,1.528314964241308561e-03,3.160000000000000000e+02
4.054054054054054279e-02,1.528314964869659882e-03,3.160000000000000000e+02
4.054054054054054279e-02,1.578415723719670243e-03,3.040000000000000000e+02
4.054054054054054279e-02,1.578415723885116459e-03,3.040000000000000000e+02
4.054054054054054279e-02,1.311371767022313480e-03,3.020000000000000000e+02
4.054054054054054279e-02,1.311371767036432828e-03,3.020000000000000000e+02
6.081081081081081419e-02,3.824879398902364912e-03,7.280000000000000000e+02
6.081081081081081419e-02,3.824879400923891955e-03,7.280000000000000000e+02
6.081081081081081419e-02,3.190021667882556467e-03,7.050000000000000000e+02
6.081081081081081419e-02,3.190021666781415587e-03,7.050000000000000000e+02
6.081081081081081419e-02,3.438901423708320016e-03,7.340000000000000000e+02
6.081081081081081419e-02,3.438901425560303426e-03,7.340000000000000000e+02
6.081081081081081419e-02,3.477550138300624250e-03,7.080000000000000000e+02
6.081081081081081419e-02,3.477550139006255550e-03,7.080000000000000000e+02
6.081081081081081419e-02,3.087729506293131979e-03,7.000000000000000000e+02
6.081081081081081419e-02,3.087729506484291567e-03,7.000000000000000000e+02
8.108108108108108558e-02,6.642106162040267540e-03,1.358000000000000000e+03
8.108108108108108558e-02,6.642106166152117290e-03,1.358000000000000000e+03
8.108108108108108558e-02,5.745484443037322461e-03,1.309000000000000000e+03
8.108108108108108558e-02,5.745484441368216635e-03,1.309000000000000000e+03
8.108108108108108558e-02,6.113773867588402459e-03,1.364000000000000000e+03
8.108108108108108558e-02,6.113773871789574856e-03,1.364000000000000000e+03
8.108108108108108558e-02,6.116635587678724735e-03,1.319000000000000000e+03
8.108108108108108558e-02,6.116635589619255804e-03,1.319000000000000000e+03
8.108108108108108558e-02,5.611201815918849534e-03,1.298000000000000000e+03
8.108108108108108558e-02,5.611201816579412284e-03,1.298000000000000000e+03
1.013513513513513570e-01,1.023046640641344165e-02,2.250000000000000000e+03
1.013513513513513570e-01,1.023046641382556292e-02,2.250000000000000000e+03
1.013513513513513570e-01,9.047008327589469920e-03,2.158000000000000000e+03
1.013513513513513570e-01,9.047008325503359122e-03,2.158000000000000000e+03
1.013513513513513570e-01,9.552932295298634593e-03,2.251000000000000000e+03
1.013513513513513570e-01,9.552932303563554592e-03,2.251000000000000000e+03
1.013513513513513570e-01,9.495672071426767419e-03,2.180000000000000000e+03
1.013513513513513570e-01,9.495672075735763287e-03,2.180000000000000000e+03
1.013513513513513570e-01,8.881788695709828124e-03,2.138000000000000000e+03
1.013513513513513570e-01,8.881788697331447630e-03,2.138000000000000000e+03
1.216216216216216284e-01,1.458996013150721041e-02,3.463000000000000000e+03
1.216216216216216284e-01,1.458996014393142138e-02,3.463000000000000000e+03
1.216216216216216284e-01,1.309459332129839747e-02,3.307000000000000000e+03
1.216216216216216284e-01,1.309459331920284457e-02,3.307000000000000000e+03
1.216216216216216284e-01,1.375637670598778110e-02,3.450000000000000000e+03
1.216216216216216284e-01,1.375637672087834211e-02,3.450000000000000000e+03
1.216216216216216284e-01,1.361465958891597272e-02,3.347000000000000000e+03
1.216216216216216284e-01,1.361465959735770614e-02,3.347000000000000000e+03
1.216216216216216284e-01,1.289949014538195257e-02,3.275000000000000000e+03
1.216216216216216284e-01,1.289949014874453882e-02,3.275000000000000000e+03
1.418918918918918859e-01,1.972058733658987179e-02,5.068000000000000000e+03
1.418918918918918859e-01,1.972058735645558850e-02,5.068000000000000000e+03
1.418918918918918859e-01,1.788823942378579834e-02,4.824000000000000000e+03
1.418918918918918859e-01,1.788823942247624171e-02,4.824000000000000000e+03
1.418918918918918859e-01,1.872410709842070586e-02,5.033000000000000000e+03
1.418918918918918859e-01,1.872410712372295921e-02,5.033000000000000000e+03
1.418918918918918859e-01,1.847359813922866412e-02,4.891000000000000000e+03
1.418918918918918859e-01,1.847359815447965209e-02,4.891000000000000000e+03
1.418918918918918859e-01,1.766430616451388977e-02,4.776000000000000000e+03
1.418918918918918859e-01,1.766430617081903021e-02,4.776000000000000000e+03
1.621621621621621712e-01,2.562234802062455727e-02,7.152000000000000000e+03
1.621621621621621712e-01,2.562234805138300514e-02,7.152000000000000000e+03
1.621621621621621712e-01,2.342794663447107101e-02,6.788000000000000000e+03
1.621621621621621712e-01,2.342794663532833666e-02,6.788000000000000000e+03
1.621621621621621712e-01,2.445612347081617052e-02,7.081000000000000000e+03
1.621621621621621712e-01,2.445612351208117236e-02,7.081000000000000000e+03
1.621621621621621712e-01,2.407248772103603995e-02,6.890000000000000000e+03
1.621621621621621712e-01,2.407248774709037573e-02,6.890000000000000000e+03
1.621621621621621712e-01,2.317623675248697140e-02,6.719000000000000000e+03
1.621621621621621712e-01,2.317623676355266490e-02,6.719000000000000000e+03
1.824324324324324564e-01,3.229524218214540471e-02,9.811000000000000000e+03
1.824324324324324564e-01,3.229524222869709082e-02,9.811000000000000000e+03
1.824324324324324564e-01,2.971371495247854613e-02,9.292000000000000000e+03
1.824324324324324564e-01,2.971371495775963767e-02,9.292000000000000000e+03
1.824324324324324564e-01,3.095242582061810341e-02,9.690000000000000000e+03
1.824324324324324564e-01,3.095242588593181271e-02,9.690000000000000000e+03
1.824324324324324564e-01,3.041132833242591801e-02,9.441000000000000000e+03
1.824324324324324564e-01,3.041132837517306758e-02,9.441000000000000000e+03
1.824324324324324564e-01,2.943528190839953679e-02,9.198000000000000000e+03
1.824324324324324564e-01,2.943528192694071580e-02,9.198000000000000000e+03
2.027027027027027140e-01,3.973926981908509209e-02,1.315800000000000000e+04
2.027027027027027140e-01,3.973926988838025198e-02,1.315800000000000000e+04
2.027027027027027140e-01,3.674554437650598415e-02,1.244100000000000000e+04
2.027027027027027140e-01,3.674554438976775778e-02,1.244100000000000000e+04
2.027027027027027140e-01,3.821301414417527242e-02,1.296700000000000000e+04
2.027027027027027140e-01,3.821301424524969903e-02,1.296700000000000000e+04
2.027027027027027140e-01,3.749011997066181018e-02,1.264700000000000000e+04
2.027027027027027140e-01,3.749012003870629689e-02,1.264700000000000000e+04
2.027027027027027140e-01,3.644144163094645977e-02,1.231600000000000000e+04
2.027027027027027140e-01,3.644144166097705584e-02,1.231600000000000000e+04
2.229729729729729715e-01,4.795443092853472061e-02,1.731400000000000000e+04
2.229729729729729715e-01,4.795443103041294175e-02,1.731400000000000000e+04
2.229729729729729715e-01,4.452343490463857995e-02,1.635200000000000000e+04
2.229729729729729715e-01,4.452343493134722913e-02,1.635200000000000000e+04
2.229729729729729715e-01,4.623788843629315914e-02,1.703400000000000000e+04
2.229729729729729715e-01,4.623788859000495938e-02,1.703400000000000000e+04
2.229729729729729715e-01,4.530886263184650403e-02,1.662700000000000000e+04
2.229729729729729715e-01,4.530886273766334543e-02,1.662700000000000000e+04
2.229729729729729715e-01,4.419471591824959689e-02,1.619000000000000000e+04
2.229729729729729715e-01,4.419471596565378857e-02,1.619000000000000000e+04
2.432432432432432567e-01,5.694072550640980057e-02,2.241700000000000000e+04
2.432432432432432567e-01,5.694072565477347608e-02,2.241700000000000000e+04
2.432432432432432567e-01,5.304738653408708898e-02,2.115400000000000000e+04
2.432432432432432567e-01,5.304738658249007199e-02,2.115400000000000000e+04
2.432432432432432567e-01,5.502704868960871243e-02,2.202300000000000000e+04
2.432432432432432567e-01,5.502704892016275356e-02,2.202300000000000000e+04
2.432432432432432567e-01,5.386755631045322956e-02,2.151200000000000000e+04
2.432432432432432567e-01,5.386755647201200287e-02,2.151200000000000000e+04
2.432432432432432567e-01,5.269510476762025164e-02,2.095000000000000000e+04
2.432432432432432567e-01,5.269510484096154995e-02,2.095000000000000000e+04
2.635135135135135420e-01,6.669815354698656329e-02,2.861400000000000000e+04
2.635135135135135420e-01,6.669815376143654884e-02,2.861400000000000000e+04
2.635135135135135420e-01,6.231739926082030534e-02,2.699000000000000000e+04
2.635135135135135420e-01,6.231739934318487190e-02,2.699000000000000000e+04
2.635135135135135420e-01,6.458049489371951724e-02,2.808100000000000000e+04
2.635135135135135420e-01,6.458049523568153150e-02,2.808100000000000000e+04
2.635135135135135420e-01,6.316620099867371885e-02,2.744500000000000000e+04
2.635135135135135420e-01,6.316620124171293260e-02,2.744500000000000000e+04
2.635135135135135420e-01,6.194260817522712070e-02,2.673600000000000000e+04
2.635135135135135420e-01,6.194260828688854387e-02,2.673600000000000000e+04
2.837837837837837718e-01,7.722671504225844807e-02,3.606900000000000000e+04
2.837837837837837718e-01,7.722671535037357871e-02,3.606900000000000000e+04
2.837837837837837718e-01,7.233347307905053925e-02,3.401500000000000000e+04
2.837837837837837718e-01,7.233347321341776492e-02,3.401500000000000000e+04
2.837837837837837718e-01,7.489822703397287784e-02,3.536600000000000000e+04
2.837837837837837718e-01,7.489822753651316500e-02,3.536600000000000000e+04
2.837837837837837718e-01,7.320479668551287122e-02,3.458000000000000000e+04
2.837837837837837718e-01,7.320479704671961629e-02,3.458000000000000000e+04
2.837837837837837718e-01,7.193722613563280355e-02,3.370400000000000000e+04
