0.000000000000000000e+00,2.442046564965494203e-17,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.442046564965494203e-17,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.442046564965494203e-17,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.442046564965494203e-17,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.442046564965494203e-17,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.442046564965494203e-17,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.442046564965494203e-17,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.442046564965494203e-17,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.442046564965494203e-17,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.442046564965494203e-17,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.442046564965494203e-17,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.442046564965494203e-17,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.442046564965494203e-17,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.442046564965494203e-17,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.442046564965494203e-17,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.442046564965494203e-17,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.442046564965494203e-17,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.442046564965494203e-17,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.442046564965494203e-17,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.442046564965494203e-17,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.013422818791946178e-02,1.979930917062379674e-04,2.000000000000000000e+01,1.900000000000000000e+01,4.000000000000000000e+01
2.013422818791946178e-02,1.910370806661961830e-04,1.900000000000000000e+01,1.900000000000000000e+01,3.900000000000000000e+01
2.013422818791946178e-02,1.608981501792016247e-04,1.900000000000000000e+01,2.000000000000000000e+01,4.000000000000000000e+01
2.013422818791946178e-02,1.680850462113727827e-04,2.000000000000000000e+01,1.900000000000000000e+01,3.900000000000000000e+01
2.013422818791946178e-02,1.634533858080509613e-04,1.900000000000000000e+01,1.900000000000000000e+01,3.800000000000000000e+01
2.013422818791946178e-02,1.268369902069278634e-04,1.900000000000000000e+01,1.900000000000000000e+01,3.800000000000000000e+01
2.013422818791946178e-02,1.837001020676831556e-04,1.900000000000000000e+01,1.900000000000000000e+01,3.800000000000000000e+01
2.013422818791946178e-02,2.202375993833588356e-04,1.900000000000000000e+01,1.900000000000000000e+01,3.800000000000000000e+01
2.013422818791946178e-02,1.617092823253390304e-04,1.900000000000000000e+01,1.900000000000000000e+01,3.800000000000000000e+01
2.013422818791946178e-02,1.886259549786705413e-04,1.900000000000000000e+01,2.000000000000000000e+01,3.900000000000000000e+01
2.013422818791946178e-02,1.940501888208276534e-04,1.900000000000000000e+01,1.900000000000000000e+01,3.800000000000000000e+01
2.013422818791946178e-02,1.669518114755129054e-04,2.000000000000000000e+01,1.900000000000000000e+01,3.800000000000000000e+01
2.013422818791946178e-02,1.575600506309079432e-04,1.800000000000000000e+01,1.900000000000000000e+01,3.600000000000000000e+01
2.013422818791946178e-02,1.418035662678708889e-04,1.800000000000000000e+01,1.800000000000000000e+01,3.600000000000000000e+01
2.013422818791946178e-02,1.870712026189982652e-04,1.900000000000000000e+01,1.800000000000000000e+01,3.600000000000000000e+01
2.013422818791946178e-02,2.028997403950825204e-04,1.900000000000000000e+01,1.800000000000000000e+01,3.600000000000000000e+01
2.013422818791946178e-02,1.565713472339995719e-04,1.900000000000000000e+01,1.900000000000000000e+01,3.800000000000000000e+01
2.013422818791946178e-02,1.646217061937411746e-04,1.900000000000000000e+01,1.900000000000000000e+01,3.700000000000000000e+01
2.013422818791946178e-02,1.911510847855119174e-04,1.900000000000000000e+01,1.900000000000000000e+01,3.800000000000000000e+01
2.013422818791946178e-02,1.832217111654205655e-04,1.900000000000000000e+01,1.900000000000000000e+01,3.700000000000000000e+01
4.026845637583892357e-02,7.537564126073840890e-04,7.900000000000000000e+01,7.700000000000000000e+01,1.620000000000000000e+02
4.026845637583892357e-02,7.401133729616519389e-04,7.600000000000000000e+01,7.700000000000000000e+01,1.590000000000000000e+02
4.026845637583892357e-02,6.797670499003242821e-04,7.700000000000000000e+01,7.800000000000000000e+01,1.610000000000000000e+02
4.026845637583892357e-02,6.943334194817243074e-04,7.800000000000000000e+01,7.500000000000000000e+01,1.580000000000000000e+02
4.026845637583892357e-02,6.731274639222488507e-04,7.400000000000000000e+01,7.600000000000000000e+01,1.540000000000000000e+02
4.026845637583892357e-02,6.000134169227714157e-04,7.500000000000000000e+01,7.500000000000000000e+01,1.540000000000000000e+02
4.026845637583892357e-02,7.135115220302684115e-04,7.600000000000000000e+01,7.500000000000000000e+01,1.550000000000000000e+02
4.026845637583892357e-02,7.863099287253409991e-04,7.600000000000000000e+01,7.600000000000000000e+01,1.570000000000000000e+02
4.026845637583892357e-02,6.782537099816045127e-04,7.600000000000000000e+01,7.700000000000000000e+01,1.540000000000000000e+02
4.026845637583892357e-02,7.317592755886568332e-04,7.600000000000000000e+01,7.900000000000000000e+01,1.580000000000000000e+02
4.026845637583892357e-02,7.427607959909280884e-04,7.700000000000000000e+01,7.700000000000000000e+01,1.550000000000000000e+02
4.026845637583892357e-02,6.885282786375016267e-04,7.800000000000000000e+01,7.600000000000000000e+01,1.570000000000000000e+02
4.026845637583892357e-02,6.588516352335843868e-04,7.300000000000000000e+01,7.400000000000000000e+01,1.480000000000000000e+02
4.026845637583892357e-02,6.274959955490485219e-04,7.300000000000000000e+01,7.300000000000000000e+01,1.460000000000000000e+02
4.026845637583892357e-02,7.177143840780791754e-04,7.400000000000000000e+01,7.300000000000000000e+01,1.490000000000000000e+02
4.026845637583892357e-02,7.493581424928320855e-04,7.400000000000000000e+01,7.300000000000000000e+01,1.490000000000000000e+02
4.026845637583892357e-02,6.599694824131421443e-04,7.500000000000000000e+01,7.500000000000000000e+01,1.540000000000000000e+02
4.026845637583892357e-02,6.761479798580592639e-04,7.300000000000000000e+01,7.600000000000000000e+01,1.520000000000000000e+02
4.026845637583892357e-02,7.289419652099546993e-04,7.500000000000000000e+01,7.600000000000000000e+01,1.550000000000000000e+02
4.026845637583892357e-02,7.132473774138434197e-04,7.500000000000000000e+01,7.400000000000000000e+01,1.530000000000000000e+02
6.040268456375838535e-02,1.664130777289700696e-03,1.810000000000000000e+02,1.750000000000000000e+02,3.830000000000000000e+02
6.040268456375838535e-02,1.644107380923994074e-03,1.760000000000000000e+02,1.770000000000000000e+02,3.750000000000000000e+02
6.040268456375838535e-02,1.553647648032956087e-03,1.760000000000000000e+02,1.770000000000000000e+02,3.780000000000000000e+02
6.040268456375838535e-02,1.575747683524132865e-03,1.780000000000000000e+02,1.720000000000000000e+02,3.720000000000000000e+02
6.040268456375838535e-02,1.526117273533495562e-03,1.700000000000000000e+02,1.740000000000000000e+02,3.630000000000000000e+02
6.040268456375838535e-02,1.416821329548083883e-03,1.710000000000000000e+02,1.720000000000000000e+02,3.610000000000000000e+02
6.040268456375838535e-02,1.586420418142421573e-03,1.730000000000000000e+02,1.720000000000000000e+02,3.650000000000000000e+02
6.040268456375838535e-02,1.695006016846500960e-03,1.730000000000000000e+02,1.750000000000000000e+02,3.720000000000000000e+02
6.040268456375838535e-02,1.546688324935727686e-03,1.750000000000000000e+02,1.760000000000000000e+02,3.630000000000000000e+02
6.040268456375838535e-02,1.626309038581488092e-03,1.740000000000000000e+02,1.800000000000000000e+02,3.730000000000000000e+02
6.040268456375838535e-02,1.643012850417904834e-03,1.760000000000000000e+02,1.760000000000000000e+02,3.670000000000000000e+02
6.040268456375838535e-02,1.561756053826971608e-03,1.790000000000000000e+02,1.730000000000000000e+02,3.690000000000000000e+02
6.040268456375838535e-02,1.501018920985253786e-03,1.680000000000000000e+02,1.680000000000000000e+02,3.480000000000000000e+02
6.040268456375838535e-02,1.454306283072645881e-03,1.670000000000000000e+02,1.670000000000000000e+02,3.440000000000000000e+02
6.040268456375838535e-02,1.588914344807100705e-03,1.700000000000000000e+02,1.680000000000000000e+02,3.520000000000000000e+02
6.040268456375838535e-02,1.636274874750885937e-03,1.700000000000000000e+02,1.670000000000000000e+02,3.520000000000000000e+02
6.040268456375838535e-02,1.507323479689590216e-03,1.710000000000000000e+02,1.720000000000000000e+02,3.610000000000000000e+02
